t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
122,2025-05-03,1.0,1.0,0.6432357946601743,0.4253878554849182,0.6946046604447041,0.4199227723559402,,,0.527179893879931,3.067323144898631,2.58028852462684,3.418494072726433,4.58682656703951,5.09686524903283
123,2025-05-04,1.0,1.0,,0.33026938710798026,0.5017360187732536,,0.6254754940261966,0.429145975093438,,4.648881247963011,2.513741047612388,3.585162215441626,5.072090690042177,5.307920225311771
124,2025-05-05,0.941183321025187,,0.5370362664957491,0.4210867420580214,0.4531972737071708,0.2847198312265522,,0.5330836407950689,1.7264989209660606,5.373181402026856,3.2560104558259466,4.218686784722489,,
125,2025-05-06,,1.0,0.3580511465152479,0.46702502044592775,0.5739731629773154,0.3230270676930767,0.6589127463781065,,2.4387410457850622,,3.4738320026206133,4.4236113039368785,6.5262356993130055,6.929557819249634
126,2025-05-07,0.8574099309812938,1.0,0.43984175486023763,0.6089563449063652,,0.4164185699046723,0.5453803237039433,0.47010821723916674,3.534664994625143,4.760319540979617,2.9873371563757187,3.6893782818062895,,5.170221617454034
127,2025-05-08,,,0.4437537543220337,0.7056963856455695,0.7196907241488895,0.5489288040587685,0.6180076973354307,0.4505481410870479,4.382178917364451,5.557650503629541,1.4877768027697247,4.126958345926875,7.229002583433288,
128,2025-05-09,0.9913122794353072,1.0,0.1893056823877884,0.7230663063165069,0.5720309318137212,0.5105821550134413,0.6164731143813119,0.6646151020077677,5.087069806611766,4.639106543932921,2.1198609184739063,4.626621088098342,6.770106176099165,
129,2025-05-10,1.0,,0.3875510696916763,0.7664916222756157,0.7619977399899659,0.594681078321178,0.7136368363092125,,5.454376054747337,6.424733667776812,2.432417813783736,4.744546008017885,6.243477004498651,8.089157219583214
130,2025-05-11,1.0,1.0,,0.8718669466275031,0.5120693611364961,0.7639955963021617,0.6413358243136629,0.7649862001553294,5.651153102947422,5.718790182232877,3.5691300191773,,5.6885115926669245,8.904588036994369
131,2025-05-12,0.9817419882747181,0.9529833252686167,0.2207177501514018,0.9898773726940974,0.4079279424906076,0.6382389688573529,0.6881293794973119,0.6418043481928131,5.303912178666315,5.232679344120227,4.081008111259962,4.8439251926874025,,8.089460965894819
132,2025-05-13,1.0,1.0,0.29926847239196785,1.0,0.3707669087447043,0.6365735377519643,0.6513929580240198,0.4299729073805538,5.11391065169266,,4.292104013047525,5.469440787172403,4.384492359871402,
133,2025-05-14,,1.0,0.3307446894924098,0.9677937327287879,0.4732228761545515,0.6541169922206663,0.7773380673308729,0.5788046417254915,4.6386832472502135,5.473689120978846,2.703383098597845,5.777466610478182,5.365970592081405,
134,2025-05-15,0.8298696421280412,1.0,0.4671496299422924,0.8941255867204296,0.5802770142752669,0.4053801863157742,0.6576569586767265,0.4306090246020392,5.0993843461697566,,2.592671737135925,,,7.066358465384261
135,2025-05-16,0.9082013349841166,1.0,0.27318854937149195,1.0,0.6011646189570954,,0.6933228687334184,0.47140941876842274,4.692617130705151,,2.2066790596054435,4.590793912339954,,5.828073232089393
136,2025-05-17,1.0,1.0,0.3016256008080677,1.0,0.46341247327821256,0.2646260180269761,0.6327712201260338,0.4302345923280802,3.4334894419601287,,,4.771492196060774,6.440125343108911,6.454785020029865
137,2025-05-18,0.9905723251812686,,0.061421107087210935,1.0,0.4190757383180558,0.3418846111286908,,0.4156337874866766,2.1129107263896025,,2.699682779267678,4.5773496267253035,,6.740048116978597
138,2025-05-19,0.90195963871044,1.0,0.012849831444277274,0.90019977367736,,0.4575140102098411,0.5489656305040866,,2.456775636422202,4.152404414297897,3.736478956839127,4.1181573941447125,6.506249449501529,6.319720941613042
139,2025-05-20,,1.0,0.0,0.941625701618156,0.12153997497946689,0.35229931736918413,,0.4118196854064962,2.157382418311429,3.8355772299215953,3.380400146539262,3.729266346939936,6.1842203344392885,6.0889567211554505
140,2025-05-21,0.7137215631012098,1.0,0.0,0.899743290982065,0.05226893148499473,0.37227266751617333,0.11652065775741609,0.47265766331609577,2.618604522551247,2.6458759925229742,2.9021387661787483,4.1598815496713595,5.305234894187411,5.444830976357468
141,2025-05-22,0.9031188747177099,1.0,0.0,0.9696127602360821,0.14459104919778143,0.6117363607381334,,0.5043241496089386,3.2919187675071484,3.312981819953054,3.218293656916219,4.449841668798151,5.680183267892228,
142,2025-05-23,,,0.0,0.8657350690087693,0.3374213363396916,,,0.4757731961529442,3.4164035246586253,,2.616870423508579,4.024416000527278,5.486102803563025,5.60364707370676
143,2025-05-24,0.6557333582037548,0.9423977680874588,0.017651398621783887,0.7604698764147169,0.19117521076003605,0.6877433931542162,0.16904614341087076,,,,1.4887114107308599,4.152123555957518,5.389046739987838,6.385013897006971
144,2025-05-25,0.8082958981081481,0.9593095385971002,0.06798625098896277,0.5952209021418573,0.22267571783784895,0.6283633435438577,0.21336273554886284,0.478517964669936,,3.9356860850016204,2.140718128092913,4.2230527178615755,4.981790414384158,6.603371844425084
145,2025-05-26,0.874541936981716,1.0,,0.5620917585162184,0.4676231062290499,0.5175800109228553,0.12285602423164417,0.568713923582779,,,2.701496463853042,3.4431414881784717,4.394778631546219,5.952027251726303
146,2025-05-27,0.692124179419942,1.0,0.20662460346786932,0.3950978845491963,0.35634769574972036,0.41470545023477345,,0.608073457253041,,4.263779501709626,2.0170985015687313,4.402166638616041,5.250658920960911,6.82397586398678
147,2025-05-28,0.7033231247778717,1.0,0.2507461431224593,0.5321015725938694,0.3953586567230081,0.43406633387793847,0.29798497055418116,0.5984611549010425,,4.635983093405152,2.304480898579238,4.68454606892093,5.5089866205293845,6.931404208879114
148,2025-05-29,0.8409953033299222,,0.12625051622072642,0.7578869651095104,0.6007497039880727,0.23027468630850836,0.24438839106375518,0.8913758232384963,,5.159568285579495,2.89131430189262,3.9901227596475306,5.805970923194436,
149,2025-05-30,0.709174042360014,0.9726868864281936,0.0,0.7669870378603415,0.5466839220388862,,0.22127543013700451,0.8672442063616623,,,2.441416727522477,3.2511867193988664,4.861284322063544,6.53096321595346
150,2025-05-31,0.8255640513306094,1.0,0.2908073004449204,,0.7476226356271863,0.1554372680828823,0.29679217166125443,0.524380684821388,,6.025882700104166,2.9044744289765045,1.9667373139996438,4.231681136604537,6.081357915587092
151,2025-06-01,0.8728083517471172,0.9786778042020081,0.22171135487417326,0.7952964971248611,0.7003298049648369,0.127621009189767,0.17961760444111802,0.47367403310291606,6.664484399039323,,3.6331083310468366,2.3503961851296795,5.148680138988433,
152,2025-06-02,,0.8061904161154301,0.3179736220611202,0.7293816875233781,,0.060859645372607574,,0.45457711731394357,5.068137058059227,,3.190221435249562,2.2767500777565397,4.921544184488603,6.101720851642792
153,2025-06-03,0.7909816248599097,,0.5376988505152605,,,0.08275003058816188,,,3.4802549644271865,,3.6619867695478394,3.175986542141782,5.687472360210136,
154,2025-06-04,,0.8192075062721398,,0.8589323703765742,,0.16266311437665248,0.1807002152178837,0.19911120818338524,4.319146898451003,5.235363485938304,2.9172552410254005,,5.672896938766547,6.0776500046673005
155,2025-06-05,0.4835268389185154,0.9413770968168538,0.6296686593602987,0.8638397350576034,,0.19470515108829092,0.2783057676499397,,3.5121884737238553,,2.4087674600035824,2.2630697222306684,4.585141051771576,5.871369193180968
156,2025-06-06,,0.7314803089008252,0.5507162652416511,0.9572512147043725,,,,0.6274774662871385,2.4575551726834366,,,2.447078334303706,4.968889437231978,5.138027005238057
157,2025-06-07,0.6642517386933823,,0.5905960575112091,0.9803592865204492,,0.2380561003717322,0.18966256947680815,0.6584742884211492,1.0822395917922825,,1.5023313059456385,,,5.510673133713593
158,2025-06-08,0.8616353832573649,0.8421734642317603,0.6826495556575771,1.0,,0.21559893450635492,,0.6706175113057105,1.9998921641673564,5.270083075096125,1.490848976039063,3.0040242114125357,3.47331835681133,5.135946694682481
159,2025-06-09,0.8192729796634897,0.8838126278048587,0.7529764675661931,0.9690321070324219,,0.03916073462500891,0.004989792935867,,,4.673178029929721,2.251559852378688,,3.3619276331710877,
160,2025-06-10,0.9131861232897163,1.0,,0.9431017603164487,0.35790208726824074,0.0,0.0,0.4187010715031867,2.568671255130198,4.118404588697688,2.504486694582324,3.928878880047945,2.5840555517090573,4.09089368885062
161,2025-06-11,,1.0,,1.0,0.37225404333139067,0.007071847713142385,0.0,0.5478106821069412,1.4411212642630853,3.0970875775047695,2.453154153562799,3.6735200212322137,3.4655890452649962,4.082977580598312
162,2025-06-12,0.7602885751934825,,0.6642389356119607,1.0,0.5261389578940404,0.03657268223739672,0.18619208896476389,,1.8833675544303499,2.55636725159703,1.6678599474690579,3.366927996192218,3.384925378322243,3.5404218654801833
163,2025-06-13,,1.0,0.7526334834982602,,,0.05960365336316806,0.2288177847695156,,,3.477156475392939,1.857258026797291,2.86684609983602,4.882319494175288,
164,2025-06-14,0.7750589205968168,1.0,0.8385141030519185,0.8229125402240431,0.568449694869197,0.09951444462513884,,0.8499777654243548,0.8889173526504315,3.179199399768148,1.1773478631350975,1.419063871957582,5.006745335746288,4.023953445794264
165,2025-06-15,0.7384772908878228,1.0,,0.8126488236106616,0.6511960275155353,,0.1694890838926169,0.6787454701718689,1.2219072125911412,3.749947420266866,0.852946883970665,1.0607537617958172,,
166,2025-06-16,0.858234328009611,1.0,,0.8079454343609139,0.853262627107774,0.19093706548309178,0.17337682541107297,0.7042087753295398,1.6418063925942126,4.253772013720902,2.647100716133185,1.0802954520159647,4.2643929586805465,
167,2025-06-17,0.8307085102396587,,,0.7483740449034658,0.6986259969237445,0.32471778186969236,0.26489941444987397,0.478260002855305,,3.4932445829325247,3.0451352992684164,1.70418250463406,,4.2148439325099325
168,2025-06-18,0.8289533909125738,0.7938119658178373,,0.8283443343443752,0.6528905853294877,0.35815987305100355,0.022727007973631697,0.5900867153081337,,,1.9223441036902769,1.9484089654606318,3.895407292487759,3.0541591983515675
169,2025-06-19,,0.913386809931567,,0.8442817479619705,0.8670018416861514,0.23369062978888616,0.0,,,3.2963703536612985,1.0894284536401289,1.6662511376019427,4.175351320710598,3.6693848465650483
170,2025-06-20,0.8869673149685973,0.5659220511160871,0.6461249927609469,0.5486474849878609,0.9464617500546875,0.133494082807999,0.004150310266771436,,,3.377578095265475,1.5575445377151305,0.8634395345000884,3.636692366789066,3.657006314783862
171,2025-06-21,1.0,,,0.5639524542602482,0.7245841853238715,0.37151708483866563,0.29621278158164915,0.8588520269126785,,2.737945575209068,2.25487474124665,0.0,6.013813843302186,
172,2025-06-22,1.0,0.3679631962048221,0.8013307806937315,0.6176798481082344,0.8178340778603923,0.25937464538984056,0.2924537962228225,0.816024192253707,,2.941432761979452,3.5187009063197543,0.0,7.032399819799335,
173,2025-06-23,1.0,0.45261867328957234,0.6840331847382335,0.7803282670445066,0.54253718419159,0.19538623657673704,0.29409254373718907,,,3.1041248496102094,2.5130518702003437,0.0,7.108267764080104,
174,2025-06-24,1.0,,0.4937166376126414,,0.4497845840483494,0.1327850470695417,0.3186538533450895,0.8636950837565219,4.1560759314426985,3.544553285349315,3.741257592565571,0.0,7.256644237408255,4.897991968810248
175,2025-06-25,1.0,0.5717332753414794,0.6223515375952179,0.8643376374492331,0.15039775057740357,0.3374756795577095,0.3748940613405094,0.9914736096667376,4.699091468949671,4.685490666167377,3.833141353558099,0.31398646710803346,6.161865716549138,4.271894425514736
176,2025-06-26,1.0,,0.8203802945569729,0.8595592226823375,0.333238718270342,0.35776636140281565,0.4406477712110375,0.9643010179770645,4.649383264289869,4.231773766709386,3.114963699525627,,7.756179310038158,2.0199467598428233
177,2025-06-27,0.9467724880303201,0.5455628257428236,0.5982979104276239,0.9968024279461524,0.29246907817296064,0.3510876507983711,0.4605521362591544,1.0,,3.03269940725463,2.802818860351628,0.4246079399920897,7.990051544255078,
178,2025-06-28,0.832583134904676,,0.730566285087232,0.7972289079674753,0.21441733940948504,0.19943991403393,0.6155196064440129,,,,3.3869781393703415,0.4578782926701333,6.2453110753306404,4.2589894450555414
179,2025-06-29,0.6794734240785834,0.6570534474722426,,0.7922217814493314,,0.5688201776695407,,0.8962720679408881,1.504539203833659,4.102053061073474,4.991294005853578,0.9521056224640694,6.878772635475874,3.5295853004942215
