backend,operation,predictor_id,predictor_full_path,repeat,latency_ms,result_size
SQL,criterion_degree_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,0,0.026292,1
SQL,criterion_degree_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,1,0.025583,1
SQL,criterion_degree_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,2,0.02525,1
SQL,criterion_degree_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,3,0.025166,1
SQL,criterion_degree_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,4,0.025375,1
SQL,criterion_degree_for_predictor,143,[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions,5,0.025208,1
SQL,top10_criteria_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,0,0.648917,10
SQL,top10_criteria_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,1,0.435709,10
SQL,top10_criteria_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,2,0.359791,10
SQL,top10_criteria_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,3,0.30125,10
SQL,top10_criteria_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,4,0.290083,10
SQL,top10_criteria_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,5,0.287667,10
SQL,criterion_degree_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,0,0.571125,1
SQL,criterion_degree_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,1,0.5665,1
SQL,criterion_degree_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,2,0.56525,1
SQL,criterion_degree_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,3,0.56175,1
SQL,criterion_degree_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,4,0.564292,1
SQL,criterion_degree_for_predictor,51,[BIO] > Sleep_and_Circadian > Sleep_Supplements,5,0.567167,1
SQL,top10_criteria_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,0,0.339917,10
SQL,top10_criteria_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,1,0.1895,10
SQL,top10_criteria_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,2,0.188084,10
SQL,top10_criteria_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,3,0.186625,10
SQL,top10_criteria_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,4,0.179167,10
SQL,top10_criteria_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,5,0.183167,10
SQL,criterion_degree_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,0,0.318667,1
SQL,criterion_degree_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,1,0.311542,1
SQL,criterion_degree_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,2,0.311542,1
SQL,criterion_degree_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,3,0.320333,1
SQL,criterion_degree_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,4,0.31325,1
SQL,criterion_degree_for_predictor,44,[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes,5,0.318,1
SQL,top10_criteria_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,0,0.09825,10
SQL,top10_criteria_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,1,0.056,10
SQL,top10_criteria_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,2,0.053209,10
SQL,top10_criteria_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,3,0.051834,10
SQL,top10_criteria_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,4,0.050792,10
SQL,top10_criteria_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,5,0.050375,10
SQL,criterion_degree_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,0,0.06275,1
SQL,criterion_degree_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,1,0.062,1
SQL,criterion_degree_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,2,0.061625,1
SQL,criterion_degree_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,3,0.061417,1
SQL,criterion_degree_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,4,0.0615,1
SQL,criterion_degree_for_predictor,5,[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools,5,0.061833,1
SQL,top10_criteria_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,0,0.23675,10
SQL,top10_criteria_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,1,0.146875,10
SQL,top10_criteria_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,2,0.143375,10
SQL,top10_criteria_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,3,0.140959,10
SQL,top10_criteria_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,4,0.17325,10
SQL,top10_criteria_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,5,0.294,10
SQL,criterion_degree_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,0,0.259917,1
SQL,criterion_degree_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,1,0.245917,1
SQL,criterion_degree_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,2,0.211959,1
SQL,criterion_degree_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,3,0.209042,1
SQL,criterion_degree_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,4,0.229209,1
SQL,criterion_degree_for_predictor,31,[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools,5,0.216917,1
SQL,top10_criteria_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,0,0.264833,10
SQL,top10_criteria_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,1,0.149083,10
SQL,top10_criteria_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,2,0.138209,10
SQL,top10_criteria_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,3,0.135959,10
SQL,top10_criteria_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,4,0.13425,10
SQL,top10_criteria_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,5,0.133333,10
SQL,criterion_degree_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,0,0.215334,1
SQL,criterion_degree_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,1,0.214583,1
SQL,criterion_degree_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,2,0.213959,1
SQL,criterion_degree_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,3,0.224333,1
SQL,criterion_degree_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,4,0.212333,1
SQL,criterion_degree_for_predictor,17,[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation,5,0.216959,1
SQL,top10_criteria_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,0,0.050917,10
SQL,top10_criteria_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,1,0.030083,10
SQL,top10_criteria_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,2,0.028208,10
SQL,top10_criteria_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,3,0.027,10
SQL,top10_criteria_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,4,0.026583,10
SQL,top10_criteria_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,5,0.026375,10
SQL,criterion_degree_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,0,0.027917,1
SQL,criterion_degree_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,1,0.026875,1
SQL,criterion_degree_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,2,0.026417,1
SQL,criterion_degree_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,3,0.026166,1
SQL,criterion_degree_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,4,0.025916,1
SQL,criterion_degree_for_predictor,99,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy,5,0.025917,1
SQL,top10_criteria_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,0,0.025042,10
SQL,top10_criteria_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,1,0.013583,10
SQL,top10_criteria_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,2,0.012542,10
SQL,top10_criteria_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,3,0.01225,10
SQL,top10_criteria_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,4,0.011667,10
SQL,top10_criteria_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,5,0.011458,10
SQL,criterion_degree_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,0,0.008917,1
SQL,criterion_degree_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,1,0.008125,1
SQL,criterion_degree_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,2,0.008,1
SQL,criterion_degree_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,3,0.008042,1
SQL,criterion_degree_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,4,0.007875,1
SQL,criterion_degree_for_predictor,95,[PSYCHO] > Systemic_Couple_Family_Parenting > Parenting_And_Caregiver_Interventions,5,0.007791,1
SQL,top10_criteria_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,0,0.544334,10
SQL,top10_criteria_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,1,0.311917,10
SQL,top10_criteria_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,2,0.242167,10
SQL,top10_criteria_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,3,0.232584,10
SQL,top10_criteria_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,4,0.231042,10
SQL,top10_criteria_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,5,0.242292,10
SQL,criterion_degree_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,0,0.407541,1
SQL,criterion_degree_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,1,0.412041,1
SQL,criterion_degree_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,2,0.414791,1
SQL,criterion_degree_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,3,0.399459,1
SQL,criterion_degree_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,4,0.398792,1
SQL,criterion_degree_for_predictor,37,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,5,0.398667,1
SQL,top10_criteria_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,0,0.02075,10
SQL,top10_criteria_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,1,0.01425,10
SQL,top10_criteria_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,2,0.0135,10
SQL,top10_criteria_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,3,0.013125,10
SQL,top10_criteria_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,4,0.013,10
SQL,top10_criteria_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,5,0.012833,10
SQL,criterion_degree_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,0,0.010583,1
SQL,criterion_degree_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,1,0.009791,1
SQL,criterion_degree_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,2,0.009583,1
SQL,criterion_degree_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,3,0.009375,1
SQL,criterion_degree_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,4,0.009292,1
SQL,criterion_degree_for_predictor,94,[PSYCHO] > Systemic_Couple_Family_Parenting > Family_Systems_Interventions,5,0.009333,1
SQL,top10_criteria_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,0,0.150292,10
SQL,top10_criteria_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,1,0.074083,10
SQL,top10_criteria_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,2,0.070917,10
SQL,top10_criteria_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,3,0.0695,10
SQL,top10_criteria_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,4,0.068083,10
SQL,top10_criteria_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,5,0.067167,10
SQL,criterion_degree_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,0,0.091709,1
SQL,criterion_degree_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,1,0.093458,1
SQL,criterion_degree_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,2,0.0895,1
SQL,criterion_degree_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,3,0.089583,1
SQL,criterion_degree_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,4,0.088958,1
SQL,criterion_degree_for_predictor,62,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification,5,0.088708,1
SQL,top10_criteria_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,0,0.571875,10
SQL,top10_criteria_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,1,0.263417,10
SQL,top10_criteria_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,2,0.215584,10
SQL,top10_criteria_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,3,0.210292,10
SQL,top10_criteria_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,4,0.21475,10
SQL,top10_criteria_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,5,0.206834,10
SQL,criterion_degree_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,0,0.358917,1
SQL,criterion_degree_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,1,0.367625,1
SQL,criterion_degree_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,2,0.356791,1
SQL,criterion_degree_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,3,0.36175,1
SQL,criterion_degree_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,4,0.350417,1
SQL,criterion_degree_for_predictor,7,[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities,5,0.351625,1
SQL,top10_criteria_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,0,0.127792,10
SQL,top10_criteria_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,1,0.073042,10
SQL,top10_criteria_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,2,0.070834,10
SQL,top10_criteria_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,3,0.068875,10
SQL,top10_criteria_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,4,0.068125,10
SQL,top10_criteria_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,5,0.067416,10
SQL,criterion_degree_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,0,0.091834,1
SQL,criterion_degree_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,1,0.091375,1
SQL,criterion_degree_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,2,0.090625,1
SQL,criterion_degree_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,3,0.090791,1
SQL,criterion_degree_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,4,0.089917,1
SQL,criterion_degree_for_predictor,0,[BIO] > Environment_and_Exposure > Air_Quality,5,0.089541,1
SQL,top10_criteria_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,0,0.126917,10
SQL,top10_criteria_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,1,0.065625,10
SQL,top10_criteria_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,2,0.068,10
SQL,top10_criteria_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,3,0.061542,10
SQL,top10_criteria_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,4,0.066083,10
SQL,top10_criteria_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,5,0.062458,10
SQL,criterion_degree_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,0,0.077625,1
SQL,criterion_degree_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,1,0.076416,1
SQL,criterion_degree_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,2,0.076292,1
SQL,criterion_degree_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,3,0.075875,1
SQL,criterion_degree_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,4,0.075375,1
SQL,criterion_degree_for_predictor,57,[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach,5,0.075667,1
SQL,top10_criteria_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,0,0.2055,10
SQL,top10_criteria_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,1,0.119375,10
SQL,top10_criteria_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,2,0.122084,10
SQL,top10_criteria_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,3,0.113459,10
SQL,top10_criteria_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,4,0.112792,10
SQL,top10_criteria_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,5,0.112625,10
SQL,criterion_degree_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,0,0.192458,1
SQL,criterion_degree_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,1,0.286417,1
SQL,criterion_degree_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,2,0.223916,1
SQL,criterion_degree_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,3,0.201084,1
SQL,criterion_degree_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,4,0.193084,1
SQL,criterion_degree_for_predictor,75,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules,5,0.166625,1
SQL,top10_criteria_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,0,0.104375,10
SQL,top10_criteria_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,1,0.039875,10
SQL,top10_criteria_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,2,0.036958,10
SQL,top10_criteria_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,3,0.036291,10
SQL,top10_criteria_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,4,0.036042,10
SQL,top10_criteria_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,5,0.035709,10
SQL,criterion_degree_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,0,0.040792,1
SQL,criterion_degree_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,1,0.039125,1
SQL,criterion_degree_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,2,0.042333,1
SQL,criterion_degree_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,3,0.045,1
SQL,criterion_degree_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,4,0.043292,1
SQL,criterion_degree_for_predictor,116,[SOCIAL] > Culture_Identity_and_Social_Inclusion > Identity_and_Belonging_Assessment_and_Planning,5,0.038416,1
SQL,top10_criteria_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,0,0.025708,10
SQL,top10_criteria_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,1,0.014583,10
SQL,top10_criteria_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,2,0.013416,10
SQL,top10_criteria_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,3,0.013166,10
SQL,top10_criteria_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,4,0.02075,10
SQL,top10_criteria_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,5,0.012083,10
SQL,criterion_degree_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,0,0.009583,1
SQL,criterion_degree_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,1,0.009083,1
SQL,criterion_degree_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,2,0.014,1
SQL,criterion_degree_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,3,0.00925,1
SQL,criterion_degree_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,4,0.008709,1
SQL,criterion_degree_for_predictor,81,[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions,5,0.008875,1
SQL,top10_criteria_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,0,0.258917,10
SQL,top10_criteria_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,1,0.142583,10
SQL,top10_criteria_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,2,0.135292,10
SQL,top10_criteria_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,3,0.132875,10
SQL,top10_criteria_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,4,0.131166,10
SQL,top10_criteria_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,5,0.133959,10
SQL,criterion_degree_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,0,0.208583,1
SQL,criterion_degree_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,1,0.207834,1
SQL,criterion_degree_for_predictor,18,[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation,2,0.206584,1
