t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
127,2025-05-08,,,0.03506785939390253,0.24344070998703615,0.5040754489883991,,0.4831043065360416,0.6266723276954069,3.901867937176033,3.48804184202157,,3.9012424840228306,,
128,2025-05-09,0.5958835757164428,1.0,0.0,0.29773174813897074,0.38831321382859085,0.09274794632163919,0.3615792584928562,,,1.3578515562353162,,,3.8326377086084182,
129,2025-05-10,,0.9415120870945068,0.09152919959437969,0.2180983218264995,0.3699723794582166,0.22833726857711759,0.469493134860368,0.6502995683662895,2.510552508827695,2.0003584232316647,,4.0885014003113245,,
130,2025-05-11,0.6222426965339356,0.9456436308249248,0.223478896301963,0.19830138001685158,0.2719051163121686,,0.653457958629555,0.40310235586221155,2.554473659847636,3.9739481533226364,,4.667962231404787,2.713414555694839,5.0796933757579374
131,2025-05-12,0.47172112078570605,0.9030094552737968,0.45803544461358836,0.2588685223769115,0.22900554857674427,0.24693271908026906,0.5413478004060273,0.32137594838171873,3.799411440152089,,,5.90856642175148,2.595909766770403,3.9838661272174414
132,2025-05-13,0.38260169580428643,,,,,0.15959964395847218,0.7985448714435996,0.326514900497266,3.6720734305667535,3.773874948584703,,,2.530982221073837,3.9850032846592587
133,2025-05-14,0.5474404294613375,,0.6977858756849139,,0.2784510305011679,0.2052127215154858,,0.43831584199091217,4.998470719715451,4.765148722526041,,6.533762041534749,,5.130859094005135
134,2025-05-15,,0.640085962288668,0.830038561355251,0.563463395340816,0.521535900642631,0.0,,0.5108739666821045,3.8049331652890377,,,5.77319456467289,,5.208195023468812
135,2025-05-16,0.49827561554824124,,0.7983840885535947,0.6381757975520098,0.5360897015576961,0.022336998043780976,,0.5159278710541976,3.91673792386259,3.5022005634006796,9.164750092480377,5.414520285621458,2.7893569557154008,4.247845279922533
136,2025-05-17,0.46089407507781094,0.6703557954312146,0.8727960729920479,0.6064762812491922,0.4750039110037784,0.017942166618191126,,0.6098721114132012,4.132210460199263,4.931047761858228,8.997949799761129,,3.194246531457388,
137,2025-05-18,0.4175121507343527,0.47659542458362847,0.7784053804272126,0.709444964046483,0.38311354366123257,0.0,,,4.386108654290156,5.776952737262002,,6.183899580092981,,5.827310401216043
138,2025-05-19,0.5266392469475804,0.5688350697358941,1.0,0.8111044416815338,0.2006832476510901,0.0,,0.3311274818809331,3.8471567718732014,5.61471493998012,7.494633642683148,7.030750809904011,4.505422884606243,4.9588111659381795
139,2025-05-20,0.5062209177243456,0.5250059674316685,1.0,0.9266831872112192,0.2622196984876169,0.0,,0.27504884227634524,4.066570156994253,5.088380626407869,7.63690707768085,6.783205974926919,,4.083721038339694
140,2025-05-21,,0.38385248522002857,1.0,0.7952098640345039,,0.0,,0.3247675781905267,,5.410423519830379,6.9524702871592154,4.8128493092080475,,2.9343725330309454
141,2025-05-22,0.8531552368580506,0.6852917028602836,,,0.26139157926668066,0.0,,0.3635370285142682,3.6831797914429125,5.540468677911874,6.913816256722067,,,3.3026155772662222
142,2025-05-23,0.8579898647690145,0.6484126170370746,1.0,0.6603231875896849,0.2891494590308387,0.0,,0.40868918045782127,3.6784492971815146,5.293801160050514,6.471951574664335,5.627690997502722,3.4567918088574774,2.478616055655011
143,2025-05-24,0.7599125139252801,,1.0,0.704675657191964,0.29391413170401814,,0.5353192163533157,0.5492389661786856,4.945801745840638,5.722207857431571,5.925270823802184,5.007947633568419,3.112968828585851,
144,2025-05-25,,0.3712824341535548,0.9479314864786359,0.6343661993151617,0.3253502088428204,0.02040323299966251,0.6047350609471641,0.4804331091366171,5.502229701697324,5.281387554598941,,4.658913751727153,,3.3416769516871723
145,2025-05-26,0.38476674986397197,0.1637691584250347,0.8936568508107364,,0.21993451293689315,0.059057165761318406,0.6173467006235684,0.27253018341684787,5.876051815825039,,,5.297262972170789,3.5821964586339656,2.921546830091982
146,2025-05-27,0.4292795884216515,,0.9784897795187805,,0.265215514315919,0.034346697222613305,0.631488437797616,0.19792364399592033,,4.794866415073482,4.936008268543657,5.0740864515261945,,3.4606984952593107
147,2025-05-28,0.6598503711416874,0.20706182665004202,0.8891496537454462,,0.23131945487891636,0.21226817061800737,0.8369303113454967,0.20857047804513534,5.179067460656164,5.6053671312191975,4.254169123752376,3.8811255076367184,5.059363998443214,4.15637966487954
148,2025-05-29,0.5745123311570164,0.35345486574243945,0.9346819738914918,,0.42078256349120063,0.05901141513537869,0.988933759878664,0.09883130873767185,,4.66902484931034,3.9336508718774823,3.3657992044597838,5.731420803236006,3.0696456892501396
149,2025-05-30,0.48096440789013073,0.2725023720080181,0.269021001917141,,0.29540113637346543,0.160767891178498,1.0,0.38782960922636334,6.2721537007247035,4.274194596337919,3.405002144015776,3.3477987947198615,5.351826843964008,
150,2025-05-31,0.6109714043595045,0.22198505965986842,0.3149085763209361,,0.5118350719444733,0.27516753502788716,1.0,0.4485938340685385,6.0370587632395685,3.109368345221482,,2.828648484643982,5.334852386649465,1.5695756789321784
151,2025-06-01,,0.1839808356798448,1.0,,0.4320654950762979,0.3333944055224928,1.0,,6.536920170348481,3.639324280192176,7.012285538672419,2.7285794965046026,6.3020556546741435,2.5208955439291785
152,2025-06-02,0.7349279773347293,0.27256001428628807,,,0.20635771715518633,0.35109647248887615,1.0,0.23106965726635448,,3.550042413207105,7.297302206433268,2.633528448131185,4.99756731638963,2.8373170819929525
153,2025-06-03,0.6479942049323003,0.46380188778602005,0.795428627144461,0.43600044566159635,0.45605162205761374,0.527600931030626,1.0,0.0,5.998532528075516,4.194971426090569,,3.3967301615682493,,2.589169186265393
154,2025-06-04,0.5027374877625378,0.43935989549701926,,0.6175595101679159,0.7736537273807081,0.5316119033513583,1.0,0.22309943414130956,5.394178122417855,4.024335262317896,,2.478908357012531,,1.6081139273304201
155,2025-06-05,,0.4049687825949876,0.8327753198009704,0.47633911906486326,0.7405505948142208,0.358887327674956,1.0,0.14378818224999831,5.072064959563016,,5.384327351453841,3.8081463434959515,3.4409411524023876,2.0226959471934443
156,2025-06-06,,0.2601947752565187,0.6748354648172149,0.4764985224880213,1.0,0.48684093011799506,1.0,0.276785007817762,4.934249332130099,2.802554712249993,,4.2732909027846,3.185964197273016,1.8273478377975234
157,2025-06-07,0.554456702438126,0.30902681084761763,0.564454480737344,0.4167880847284287,,0.555833372835899,0.8284618020178511,0.21257720686245424,4.252834792164239,2.1123486244866987,4.959319426367814,4.386448077625068,3.1393605667878193,2.4868266510722252
158,2025-06-08,0.352863184343987,0.3464640853652699,0.41812623418727285,0.41798759446712497,,0.4656517202665009,0.7437382476069054,0.19487489859654084,4.753677797694488,,,4.407711735815284,,
159,2025-06-09,0.17074710276338298,0.46289792803429425,0.30374113339234604,,,0.2994831151401508,0.6129778761376784,0.14968278910019628,,,3.3276027577686964,3.517810085888688,4.105177829372963,2.9437731522231103
160,2025-06-10,0.0,0.4692178487967133,0.22627413749118505,,1.0,0.3629851684981943,0.4961582860475023,0.17840828091017466,5.401855621919996,2.730967095482434,3.798860269583308,3.798952450687835,,2.7494160888464996
161,2025-06-11,0.0,0.6889054709362815,0.08636852505379225,0.48169705441354305,,0.32213975003723766,0.6182111186204843,0.3477567444977645,,3.6309397496350724,,3.6464676341388094,3.6475273983110976,
162,2025-06-12,0.0,,,0.7110213237856886,1.0,0.49094880150511616,0.7432201895286334,0.31836046048787653,,3.1471427181584404,,3.884966845235906,,4.745419528820613
163,2025-06-13,,0.7072262711064196,0.34558900214607746,,,0.3662787435213888,0.9618439326718956,0.4169836157866984,5.6714173302262,3.048120514119954,,4.054138920091026,,2.1437258502950334
164,2025-06-14,,,0.3479368940255254,0.9586116981358387,0.8243501688879927,0.36453586319203124,1.0,,5.613433151865722,2.8220860680009916,,3.4856878117369887,,3.0762737164235077
165,2025-06-15,,0.5620653649570371,0.5146452681151488,0.8156638783827332,0.5500419643585999,0.33770831326076495,1.0,0.4621737312541032,,3.9057273474578005,2.032152760636326,3.6299530462100917,,2.3937376205865712
166,2025-06-16,0.1429567963965131,,0.6554044539122269,0.6610065004542509,0.46977061764978745,0.17377276147403775,1.0,0.5789997149635848,,4.2020828814417355,1.1399438917056441,2.7521073496958635,,1.587725262004703
167,2025-06-17,0.0,0.15501128476222586,0.6894549157597345,0.7353625717624939,0.5391108296080199,,1.0,0.7913438594374185,,,2.046399987167447,2.826610238729285,,3.1426997699760264
168,2025-06-18,0.0,0.3745365175857124,,,0.2633344131031609,0.11420992373282295,0.7836601107365475,0.6638370301115396,,5.398234518540974,,,5.557690550635788,
169,2025-06-19,,0.6797255709546243,0.5047493466187383,0.5884080875409736,0.30815028745126716,0.2624269569846486,0.4590766200099981,0.5050081119718918,3.841011117330663,,2.141228107705305,3.947634244283379,,3.52839894704259
170,2025-06-20,,,,0.5833322595966957,,,0.7587778916054542,0.5490035991275686,3.173659623510929,6.304490338968174,,,4.193075140837945,
171,2025-06-21,0.12662086033218622,0.3655358103432753,,0.5828403471374519,0.3637752322016955,,0.810299964706449,0.2746327989490429,,5.707180603291225,4.278572386051323,4.063770820043244,4.835324836290061,
172,2025-06-22,0.49367802381828824,0.4288784152856187,0.5771691787063588,,0.5357402517123236,0.14679267241926003,0.7274859453910059,0.31737802705776413,3.4608373090649556,5.250597053377981,5.282826910125034,3.7442857936977694,3.2724460796347694,4.270142762063541
173,2025-06-23,0.5513620578278433,0.38438335933938733,0.4651102265628373,0.5560448555891695,0.5105048105031014,0.16227331423460375,0.830494326180401,0.16318170703433363,3.596985523595484,4.194828455889487,5.149260687664481,6.7622039663991895,5.044974347534315,5.301617641940556
174,2025-06-24,,0.45448586638341304,0.37614163206416923,0.48784678749621285,0.405695265176405,0.1860026404783482,0.7434991519468277,0.3681934560065496,2.61121073749689,3.3832578169013026,,6.4212189830838,5.2064461494923755,
175,2025-06-25,0.32591193563074056,,,0.46408566469187673,0.7327709940200572,,0.7965703261662296,0.29572664115710184,1.4644873566741226,3.3928165903318828,5.459118406781281,5.987532248996426,4.390834868939226,3.7300612722078323
176,2025-06-26,0.36300411978363645,0.5355296935186458,0.5109279309554795,0.25421853548222806,0.8378398089579929,0.37091061511871004,0.8608070930178723,0.39090050543263233,2.206792518189342,4.078671287192595,5.43277044145513,5.781515948330495,4.046591982298761,3.310758217371492
177,2025-06-27,,0.5827011572165396,0.5382556999303707,0.17362851606573482,0.76415742106142,0.5398149193897916,0.6644551700561752,0.3379698939122826,1.6333841598110277,3.4343627215252206,5.423130195428204,5.83506103290112,4.407564945620043,
178,2025-06-28,0.7643363845445688,0.5381885948941413,0.35696175254024437,0.18961287455474246,0.5558397828945534,0.34419703635007115,0.8097930352283654,0.4027424939412869,3.2800375886347926,,,,4.563238341431444,
179,2025-06-29,0.6151682800699688,0.569478009767441,0.6070257398674126,0.1476171247072247,0.525897310288355,0.3425936582840195,0.8431901371510536,0.4705330225070163,,,4.540383736774198,5.534262615337458,4.736587812165342,3.9307389270899225
